MCC,RUC,UIC,UNIT NAME,STREET ADDRESS,"CITY, STATE",ZIPCODE,DPI
T9G,87223,null,MOBILE CONSTRUCTION BN 3,2DBN 23MAR 4THMARDIV MCRTC NCBC,PORT HUENEME CA,93043,16
T9H,87223,null,MOBILE CONSTRUCTION BN 4,2DBN 23MAR 4THMARDIV MCRTC NCBC,PORT HUENEME CA,93043,16
T9J,87223,null,MOBILE CONSTRUCTION BN 5,2DBN 23MAR 4THMARDIV MCRTC NCBC,PORT HUENEME CA,93043,16
T9P,83279,null,MOBILE CONSTRUCTION BN 1 (NMCB-1),UNIT 60251,FPO AA,34099,16
T9T,87223,null,MOBILE CONSTRUCTION BN 40,2DBN 23MAR 4THMARDIV MCRTC NCBC,PORT HUENEME CA,93043,16
T9X,83279,null,MOBILE CONSTRUCTION BN 133 (NMCB-133),UNIT 60254,FPO AA,34099,16
TA2,02301,MS4105,DLA DIST CTR GUAM (NON-JOINT),PSC 455 BOX 196,FPO AP,96540,03
TA3,54008,MS4114,STRATCOM JFCC-NW NON JOINT,HQBN HQMC 1555 SOUTHGATE ROAD,ARLINGTON VA,22214,09
TA4,87249,null,JUAS COE NON-JTBIL,BLDG 140 3D STREET PO BOX 1009,INDIAN SPRINGS NV,89018,16
TA5,83279,null,NAVAL MOBILE CONSTRUCTION BN-11,CONTACT MI FOR ADDRESS UPDATE,GULFPORT MS,39501,16
TA6,83279,null,MOBILE CONSTRUCTION BN 74 (NMCB-74),UNIT 60253,FPO AA,34099,16
TA7,54008,MS4145,JAWP-APO NON-JT,4850 MARK CENTER DRIVE,ALEXANDRIA VA,22311,09
TA8,46150,null,HQ US AFRICOM NON JT,COMMARFOREUR UNIT 30401,APO AE,09107,02
TA9,54008,null,OFF OF DIR NATIONAL INTEL SPT JT BIL,OFF OF DIR NATIONAL INTEL,WASHINGTON DC,20511,09
TAA,54008,MS4146,JFPO WASH DC NON JOINT BILLET,1000 NAVY PENTAGON,WASHINGTON DC,20380,09
TAB,02301,null,JGPO GUAM NON JT,PSC 455 BOX 152,SPOAP GUAM,96540,03
TAC,54062,null,STRATCOM JECE (NONJT),E2400 BUSH RIVER ROAD,ABERDEEN PROVING GROUND MD,21010,02
TAD,85217,null,JCISFA (NON-JOINT),101 MEADE AVE BLDG 101,FORT LEAVENWORTH KS,66027,16
TAE,02301,null,DISA PAC GUAM (NON-JOINT),HQBN MCBH BOX 63062,KANEOHE BAY HI,96863,03
TAF,54030,MS4104,DISA FORT MEADE NON-JTBIL,6910 COOPER AVENUE,FORT MEADE MD,20755,09
TAG,54008,null,DIA RIVIANNA STATION VA,2055 BOULDERS ROAD,CHARLOTTESVILLE VA,22911,09
TAH,03009,MS4210,JT MIL POSTAL ACT-CHICAGO (NON-JT),11600 IRVING,CHICAGO IL,60688,16
TAJ,54030,MS5801,US SOCCOM NON-JOINT,9800 SAVAGE RD SUITE 6585,FORT MEADE MD,20755,09
TAM,45210,null,6TH NAVDIST NAVY LEGAL SER OFF,HQ CO H&S BN MCRD,PARRIS ISLAND SC,29905,02
TAN,06050,MS5601,NAVAL AEROSPACE MEDICAL INSTITUTE,340 HULSE RD,PENSACOLA FL,32508,02
TAP,83182,null,NAVY LEGAL SERVICES OFFICE,P.O. BOX 428,CEIBA PR,00735,16
TAR,54079,MS4102,JOINT TGT SCHOOL (NON-JOINT),NMC INTEL TRNG CTR 2088 REGULUS AVE,VIRGINIA BEACH VA,23461,02
TAS,20001,null,USSTRATCOM-NORFOLK (NON-JT),1775 FORRESTAL DRIVE,NORFOLK VA,23551,02
TAT,20229,null,NAVY LEGAL SERVICE OFFICE YOKOSUKA,PSC 473 BOX 14,FPO AP,96349,27
TAU,46150,null,NAVY LEGAL SERVICE OFFICER,PSC 819 BOX 46,FPO AE,09645,02
TAV,06050,MS4212,AF PILOT EXCHANGE 1ST SPECOPS WING,212 LUKASIK AVE BLDG 90210,HURLBURT FIELD FL,32544,02
TAW,45220,null,NAVY LEGAL SERVICES OFFICE,NATC 222 EAST AVENUE,PENSACOLA FL,32508,02
TAX,53720,MS4111,CENTCOM SPECIAL ACTIVITIES (IRAQ),711 SOUTH BOUNDARY,MACDILL AFB FL,33621,02
TAY,45500,null,NAV COUNSEL OF PERS BOARDS,MCB BOX 555031,CAMP PENDLETON CA,92055,03
TAZ,59901,null,COMMANDER NAVAL FORCES KOREA,UNIT 15708,APO AP,96205,27
TB2,30002,null,JPRA NON JT,BUILDING 358 10244 BURBECK RD,FORT BELVOIR VA,22060,09
TB5,54008,null,FORMAL PEB NAV COUNCIL OF PERS BD,H&SBN HQMC 1555 SOUTHGATE RD,ARLINGTON VA,22214,09
TB7,45211,null,FORMAL PE BOARD,MCRD 3800 BELLEAU WOOD,SAN DIEGO CA,92140,03
TB8,54008,MS4204,CENTR NAV ANAL MC OPER ANAL GRU,H&SBN HQMC 1555 SOUTHGATE RD,ARLINGTON VA,22214,09
TBA,53720,MS4111,USCENTCOM SAO SAUDI ARABIA (NON-JT),7115 SOUTH BOUNDARY BLVD,MACDILL AFB FL,33621,02
TBB,54008,null,DIR OF ADMIN SERVICES JCS,H&SBN HQMC 1555 SOUTHGATE RD,ARLINGTON VA,22214,09
TBE,54026,null,NAVY/MARCORPS AMPHIB FORCES STUDY GRP,CO B HQBN HQMC HENDERSON HALL,ARLINGTON VA,22214,09
TBF,54026,null,LOG DATA ELEMENT STAND & MGMT OFFICE,CO B HQBN HQMC,ARLINGTON VA,22214,09
TBJ,80295,null,JTC3-A COMM AGENCY,CONTACT MI FOR ADDRESS UPDATE,FORT MONMOUTH NJ,07703,16
TBK,54026,null,JT TACT CMD CONT&COMM AGCY WASH DC,CO B HQBN HQMC,ARLINGTON VA,22214,09
TBM,20600,null,NAVAL LEGAL SERVICES OFFICER,PSC 817 BOX 8,FPO AE,09622,02
TBP,54008,null,CMC BRIEFING SECTION G-2 DIVISION,H&SBN HQMC 1555 SOUTHGATE RD,ARLINGTON VA,22214,09
TBR,85252,null,USMC TACTICAL DATA SYS REBUILD PGM,DENVER FEDERAL CENTER BLDG 20F,DENVER CO,80225,16
TBT,20600,null,US NAVAL COMM STATION,US NAVAL SUPPORT ACTIVITY,FPO AE,09521,02
TBU,54026,null,DEPT OF NAVY DECLASSIFICATION TEAM,CO B HQBN HQMC,ARLINGTON VA,22214,09
TBV,54008,null,JINTACCS,H&SBN HQMC 1555 SOUTHGATE RD,ARLINGTON VA,22214,09
TBX,46252,null,DEFENSE MAPPING SCHOOL (PERM PERS),6128 GOETHALS ROAD,FORT BELVOIR VA,22060,09
TC0,20002,MS4121,BRAZILIAN MARINE CORPS,UNIT 2400,FPO AA,34012,02
TC1,54008,null,DEF MAPPING AGCY TOPOGRAPHIC CNTR,H&SBN HQMC 1555 SOUTHGATE RD,ARLINGTON VA,22214,09
TC4,46150,null,NAVY LEGAL SERVICES OFFICE LONDON,US NAVAL ACTIVITIES,FPO AE,09510,02
TC6,53103,null,NAVY LEGAL SERVICE OFFICE,360 ELLIOTT ST,NEWPORT RI,02841,02
TC7,52570,null,NAVY LEGAL SERVICE OFFICER,PSC BOX 32,FPO AE,09593,02
TC8,87229,null,NAVY LEGAL SERVICES OFFICE,NAS NMCRTC,SEATTLE WA,98115,16
TC9,56001,null,NAVAL AVIATION LOGISTICS CTR DET WEST,NAS NORTH ISLAND,SAN DIEGO CA,92135,03
TCD,20001,null,NAVAIRSYSCOM REP LANT,1775 FORRESTAL DRIVE,NORFOLK VA,23551,02
TCE,45230,null,USFJCOM,116 LAKEVIEW PARKWAY,SUFFOLK VA,23435,02
TCF,54026,null,AVIATION PROGRAM DIV OP 51,CO B HQBN HQMC,ARLINGTON VA,22214,09
TCG,20001,MS4108,USSOCCOM-SUFFOLK (NON JT),116 LAKEVIEW PARKWAY,SUFFOLK VA,23425,02
TCH,54008,null,DIRECTOR NAVAL EDUC & TRNG,H&SBN HQMC 1555 SOUTHGATE RD,ARLINGTON VA,22214,09
TCJ,45650,null,JICPAC,BOX 500,PEARL HARBOR HI,96860,03
TCS,54026,null,MOBILE ELECTRIC POWER,CO B HQBN HQMC,ARLINGTON VA,22214,09
TCU,85295,null,NAVAL AIR SYSTEMS COMMAND,MCDONNELL/DOUGLAS AIRCRAFT,ST LOUIS MO,63145,16
TCV,54026,null,NAVAL SEA SYSTEMS COMMAND,CO B HQBN HQMC,ARLINGTON VA,22214,09
TCY,54008,null,NIPSSA,H&SBN HQMC 1555 SOUTHGATE RD,ARLINGTON VA,22214,09
TD2,54026,null,STRATEGIC WARNING STAFF,CO B HQBN HQMC,ARLINGTON VA,22214,09
TD4,87249,null,JTF HQ FOR EW/CAS,5095 RANGE ROAD,LAS VEGAS NV,89115,16
TD5,54008,null,TASK FORCE 168,HQSVCBN HQMC 1555 SOUTHGATE RD,ARLINGTON VA,22214,09
TD7,85295,null,F-18 PROGRAM,MCDONNELL DOUGLAS AIRCRAFT,ST LOUIS MO,63145,16
TD9,46252,null,MC OPER TEST AND EVAL ACT,2006 HAWKINS AVENUE,QUANTICO VA,22134,09
TDA,54026,null,PENTAGON OFFICERS ATHLETIC CENTER,CO B HQBN HQMC,ARLINGTON VA,22214,09
TDB,45220,null,NAVAL AIR REWORK FACILITY,NATC 222 EAST AVENUE,PENSACOLA FL,32508,02
TDD,45740,null,JOINT DEPLOYMENT AGENCY,7115 SOUTH BOUNDARY BLVD,MACDILL AFB FL,33608,02
TDE,20480,MS4103,1ST SPACE BDE USA,350 VANDENBERG ST,PETERSON AFB CO,80914,16
TDG,01027,null,REWORK FACTORY SINGAPORE,1ST MAW FMFPAC UNIT 37121,FPO AP,96603,27
TDH,45020,null,JOINT SPECIAL OPERATIONS CMD,CONTACT MI FOR ADDRESS UPDATE,FORT BRAGG NC,28307,02
TDN,54008,null,EXECDR CONVENTIONAL AMMO DARCOM ALEXV,H&SBN HQMC 1555 SOUTHGATE RD,ARLINGTON VA,22214,09
TDR,45230,null,JLOTS II,1775 FORRESTAL DRIVE,NORFOLK VA,23551,02
TDS,54008,null,UNIT LEVEL SWITCH PROJECT OFFICER,H&SBN HQMC 1555 SOUTHGATE RD,ARLINGTON VA,22214,09
TDT,46252,null,JWAC USJFCOM NON-JT,4048 HIGHLEY ROAD,DAHLGREN VA,22448,09
TDU,20480,MS4103,USA SPACE & MISSLE DEF CMD ARFORSTRAT,350 VANDENBERG ST,PETERSON AFB CO,80914,16
TDW,83285,null,NIPS TRNG FACILITY KEY WEST,CONTACT MI FOR ADDRESS UPDATE,KEY WEST FL,33040,16
TDX,20480,MS4103,NATIONAL SECURITY SPACE INSTITUTE,7150 CAMPUS DRIVE ST 120,COLORADO SPRINGS CO,80920,16
TDY,54026,null,NATIONAL SECURITY & SPACE DIRECTORATE,OFFICE OF SCIENCE & TECHNOLOGY CO B HQBN,ARLINGTON VA,22214,09
TDZ,46150,null,EUCOM JT INTEL CTR,MARFOREUR PANZAR KASERNE GE BLDG 2901,APO AE,09046,02
TE2,20600,null,LAND COMPONENT COMMAND NON-JTBIL,UNIT 30401,APO AE,09107,02
TE3,20600,null,US LOGISTICS COORDINATION CTR NORWAY,US NAVAL ACTIVITIES BOX 33,FPO AE,09084,02
TE4,06116,null,LANDING SIGNAL OFFICER OCEANA,NAS OCEANA 850 EAST AVENUE,VIRGINIA BEACH VA,23460,02
TE5,34001,null,LANDING SIGNAL OFFICER MIRAMAR,MCRD,SAN DIEGO CA,92140,03
TE6,06041,null,LSO,NAS WHIDBEY ISLAND,OAK HARBOR WA,98278,03
TE7,06015,null,LSO,MATSG NAS,LEMOORE NAS CA,93246,03
TE8,45614,null,LHA SHIP ORDANCE SUPPLEMENT,MCAS MIRAMAR PO BOX 452080,SAN DIEGO CA,92145,03
TE9,54026,null,INFO SYST JNT PRG MANAGER MCLEAN VA,CO B HQBN HQMC,ARLINGTON VA,22214,09
TEA,30002,null,NAVAL SPACE COMMAND DAHLGREN,MCCDC,QUANTICO VA,22134,09
TEE,54008,null,JOINT SPECIAL OPERATIONS AGENCY,HQSVCBN HQMC 1555 SOUTHGATE RD,ARLINGTON VA,22214,09
TEF,54050,null,ARMY ENGR TECH SERV SPECIALISTS TEAM,EL SALVADOR,FPO AA,34061,09
TEG,20230,null,DEFENSE COUNCEL PACIFIC,HQSVCBN MCB CAMP SMEDLEY D BUTLER,FPO AP,98773,27
TEH,45020,null,DEFENSE COUNSEL EASTERN HQBN,MCB,CAMP LEJEUNE NC,28542,02
TEJ,33060,null,DEFENSE COUNCEL WESTERN,HQSPTBN MCB BOX 555031,CAMP PENDLETON CA,92055,03
TEK,54008,MS5809,MC REGIONAL SUPPORT ELEMENT WASHDC,HQSVCBN HQMC 1555 SOUTHGATE RD,ARLINGTON VA,22214,09
TEL,54008,null,JT TST EVAL OF US CHEM WRFRE & RETCAP,HQSVCBN HQMC 1555 SOUTHGATE RD,ARLINGTON VA,22214,09
TEM,54008,null,CHIEF DEFENSE COUNSEL,1099 14TH ST NW SUITE 2600E,WASHINGTON DC,20005,09
TEP,20480,null,STRATEGIC COMMAND,SHRIEVER AFB,COLORADO SPRINGS CO,80914,16
TES,87262,null,DEFENSE COMMUNICATION AGENCY,8277 ELDER CREEK RD,SACRAMENTO CA,95828,16
TET,20021,null,USPACOM CRUISE MISSLE SUP ACT,BOX 64013,CAMP SMITH HI,96861,03
TEV,54026,null,NATIONAL LAB DARPA ARLINGTON,CO B HQBN HQMC,ARLINGTON VA,22214,09
TEW,38019,null,TACTICAL INFO SYS INT FACILITY,MCLB,BARSTOW CA,92311,03
TEX,20002,null,PEP PERU,UNIT 2400,FPO AA,34012,02
TEY,54008,null,INTER-AMERICAN DEFENSE BOARD WASH DC,HQSVCBN HQMC 1555 SOUTHGATE RD,ARLINGTON VA,22214,09
TEZ,46150,null,NORWEGIAN LAND CMD TRONDHEIM (PEP),US NAVAL ACTIVITIES BOX 33,FPO AE,09084,02
TF1,31001,MS3246,MARCORREP FORSCM MULT-TADIL,BLDG D3206 ARDENNES RM 206,FORT BRAGG NC,28310,02
TF2,45650,null,ROYAL AUSTRALIAN ARMY EXCHANGE,BOX 64129,CAMP SMITH HI,96861,03
TF3,45500,null,WESTERN SERVICE COUNSEL OFFICE,MCB BOX 555031,CAMP PENDLETON CA,92055,03
TF4,54008,MS5126,INSPECTOR GENERAL OF THE USMC,2 NAVY ANNEX,WASHINGTON DC,20380,09
TF5,85295,null,DEPT OF THE ARMY,1520 MARKET STREET,ST LOUIS MO,63103,16
TF6,85245,null,NEACP,OFFUTT AFB,OMAHA NE,68113,16
TF7,54079,null,REGIONAL SUPPORT OFFICE DAM NECK,NMC INTEL TRNG CTR BLDG 420,VIRGINIA BEACH VA,23461,02
TF8,54008,null,TOPOGRAPHIC SUPPORT OFFICER,HQSVCBN HQMC 1555 SOUTHGATE RD,ARLINGTON VA,22214,09
TF9,45650,null,SPECIAL OPERATIONS COMMAND,BOX 64046,CAMP SMITH HI,96861,03
TFA,45020,null,EASTERN AREA COUNSEL OFFICE,MCB,CAMP LEJEUNE NC,28542,02
TFB,20600,null,EXCH OFF HQ DEFCMD NONJT BIL,NORWAY,APO AE,09760,02
TFC,06050,MS4102,JFIIT (NON JT),104 BISCYNE ROAD,EGLIN AFB FL,32452,02
TFD,87237,null,PILOT EXCHANGE PROGRAM,NAVAL STRIKE WARFARE CENTER NAS,FALLON NV,89406,16
TFE,54008,MS4211,DEFENSE THREAT REDUCT AGENCY,8725 JOHN KINGMAN RD,FORT BELVOIR VA,22060,09
TFF,20480,MS4208,MISSLE DEFENSE AGENCY (NON-JOINT),730 IRWIN AVE SHRIEVER AFB,COLORADO SPRINGS CO,80912,16
TFH,54008,null,USSOCCOM JCIE,HQSVCBN HQMC 1555 SOUTHGATE RD,ARLINGTON VA,22214,09
TFJ,46150,null,ON-SITE INSP AGENCY RHEIN MEIN AB GE,UNIT 7600,APO AE,09050,02
TFK,87262,null,OSIA SAN FRANCISCO,BLDG 163 R00M 205,TRAVIS AFB CA,94535,16
TFL,83227,null,C17 FOLLOW-ON OPER TST/EVAL PGM,2517 VECTOR AVE NAVAL ANNEX,CHARLESTON SC,29418,16
TFM,81247,null,JT LOGISTICS SYSTEMS CENTER,2936 SHERWOOD ST BLDG 1440 WPAFB,DAYTON OH,45417,16
TFP,30002,null,SAUDIA ARABIA TECH ASST FLD TEAM,MCB HQSVCBN,QUANTICO VA,22134,09
TFQ,45740,null,KUWAIT TECH ASSIST FIELD TEAM,7115 SOUTH BOUNDARY BLVD,MACDILL AFB FL,33608,02
TFR,87278,null,COUNTER-DRUG SUPPORT OFFICE,N&MCRC USNS,LONG BEACH CA,90822,16
TFS,83285,null,REGIONAL LOG SPT OFFICE MIAMI FL,15860 SW 127TH AVENUE,MIAMI FL,33177,16
TFT,45220,null,REGIONAL LEGAL SUPPORT OFFICE,NAS 211 FARRAR ROAD,PENSACOLA FL,32508,02
TFW,45220,null,NAVAL LEGAL SERVICES OFFICE CENTRAL,NATC 222 EAST AVENUE,PENSACOLA FL,32508,02
TFX,45230,null,JT BATTLE CENTER,1775 FORRESTAL DRIVE,NORFOLK VA,23551,02
TFY,20001,MS4204,RLSO MID ATLANTIC,1775 FORRESTAL DRIVE,NORFOLK VA,23551,02
TFZ,45230,null,JFCOM SPECIAL ACTIVITIES,1775 FORRESTAL DRIVE,NORFOLK VA,23551,02
TG1,85295,MS4119,US TRANSPORTATION COMMAND,SCOTT AFB,BELLEVILLE IL,62225,16
TG2,85295,null,DISA CONTINENTAL US (CONUS),GS283 P.O. BOX 25860,SCOTT AFB IL,62225,16
TG4,56011,null,NAVNETWARCOM INFO TECHNOLOGY OPERATIONS,2465 GUADALCANAL ROAD,VIRGINIA BEACH VA,23459,02
TG6,56011,null,FLEET INFORMATION WARFARE CENTER,2555 AMPHIBIOUS DRIVE,VIRGINIA BEACH VA,23459,02
TG8,21480,MS4114,US STRATEGIC COMMAND NONJT,901 SAC BLVD BLDG 500 SUITE 1H19,OFFUTT AFB NE,68113,16
TG9,54008,null,US STRAGETIC COMMAND JTFGNO NONJT,701 SOUTH COURTHOUSE RD,ARLINGTON VA,22204,09
TGA,54026,null,IMMIG NATURALIZATION SERVICE,CONTACT MI FOR ADDRESS UPDATE,WASHINGTON DC,20537,09
TGB,06050,MS5122,JPRC US NORTHCOM,750 FLORIDA AVENUE,TYNDALL AFB FL,32403,02
TGC,87224,null,US CUSTOMS SERVICE,PO BOX 3000 MARCH AFB,RIVERSIDE CA,92518,16
TGD,54008,null,US CUSTOM SERVICES WASHINGTON DC,HQSVCBN HQMC 1555 SOUTHGATE RD,ARLINGTON VA,22214,09
TGE,87278,null,US CUSTOM SERVICE,CONTACT MI FOR ADDRESS UPDATE,LONG BEACH CA,90822,16
TGH,84240,null,JTF-N USNORTHCOM,FT SAM HOUSTON,SAN ANTONIO TX,78219,16
TGM,53720,null,CRYPTLOGIC SUPPORT GROUP,7115 S BOUNDARY BLVD,MACDILL AFB FL,33621,02
TGP,46251,MS5801,US CYBERCOM NON JTBIL,9800 SAVAGE ROAD,FORT MEADE MD,20755,09
TGR,45230,null,USNORTHCOM JTF-CS,1504 MADISON AVENUE,FORT EUSTIS VA,23604,02
TGT,54008,null,HQ USEUCOM NON-JT,HQSVCBN HQMC 1555 SOUTHGATE RD,ARLINGTON VA,22214,09
TGV,83261,null,DVIDS HUB ATLANTA,3845 PLEASANTDALE ROAD,ATLANTA GA,30340,16
TGW,46150,null,FRANKFURT OPS DIV,CMR 445,APO AE,09046,02
TGX,20229,null,OPERATIONS AUGMENT TEAM-3,PSC 564 BOX 80,FPO AP,96387,27
TGY,46150,null,MARSHALL CENTER (NON-JT),GARMISCH UNIT 30401,APO AE,09053,02
TGZ,20021,MS4200,ASIA-PAC CTR SCTY STUDIES (NON-JT),2058 MALUHIA ROAD,HONOLULU HI,96815,03
TH2,54008,null,NARCOTICS WASH DC,2121 VIRGINIA AVE NW SA-3 SUITE 6100,WASHINGTON DC,20522,09
TH4,38019,null,FORT IRWIN JIEDDO JCOE NON JT,JIEDDO JCOE PO BOX 105024,FORT IRWIN CA,92310,03
TH5,87229,MS4212,ASSIST FIRE SUPPORT COORD (NON-JT),BLDG 9690 MAIL STOP 105,FORT LEWIS WA,98433,16
TH6,46150,null,EXCH OFF NORWAY LAND CMD (NON-JT),CMR 445,APO AE,09046,02
TH7,20700,null,KAIPTC,ACCRA GHANA UNIT 30401,APO AE,09046,02
THA,20002,null,JT INTERAGENCY TASKFOR EAST,US NAVAL AIR STATION PO BOX 9051,KEY WEST FL,33040,02
THB,20021,null,JT TASK FORCE-5 USPACOM,FMFPAC BOX 64129,CAMP SMITH HI,96861,03
THC,20002,null,US SOUTHCOM INDIC/ANAL CTR,3511 NW 91ST AVE,MIAMI FL,33172,02
THD,54026,null,OPERATION SNOWCAP DEA,CONTACT MI FOR ADDRESS UPDATE,WASHINGTON DC,20537,09
THE,54026,null,US ATTORNEY'S OFFICE,JUDICIARY CTR BLDG 555 4TH ST NW,WASHINGTON DC,20001,09
THF,54026,null,REGIONAL TASK FORCE DEA,4000 LEFANT PLAZA ROOM 3018A,WASHINGTON DC,20024,09
THG,54026,null,OFFICE OF NATIONAL DRUG CONTROL,EXECUTIVE OFFICE OF PRESIDENT,WASHINGTON DC,20380,09
THH,54026,null,HQ USSOUTHCOM PENTAGON LNO,CO B HQBN HQMC,ARLINGTON VA,22214,09
THJ,38740,null,JOINT TASK FORCE-NORTH,US ARMY DEFENSE SCHOOL,FORT BLISS TX,79916,16
THK,20001,null,JLOTS III FT EUSTIS,1775 FORRESTAL DRIVE,NORFOLK VA,23551,02
THL,45230,null,JPASE USJFCOM NON-JT,7025 HARBOUR VIEW BLVD,SUFFOLK VA,23455,02
THM,45230,null,JIWC USJFCOM NON-JT,7025 HARBOUR VIEW BLVD,SUFFOLK VA,23455,02
THN,20229,null,NAVAL SUPPLY DEPOT YOKOSUKA,PSC 473 BOX 11,FPO AP,96349,27
THP,54026,null,NATIONAL WARNING STAFF,CO B HQBN HQMC,ARLINGTON VA,22214,09
THQ,54008,null,USSOCOM HQ SOST ENLISTED NONJT,400 VIRGINIA AVE SW SUITE 730,WASHINGTON DC,20024,09
THR,56001,null,NAVSPECWARCOM,NAB CORONADO,SAN DIEGO CA,92155,03
THS,54008,null,SINGLE INTEGRATED AIR PICTURE (SIAP) OFFICE,HQSVCBN HQMC 1555 SOUTHGATE RD,ARLINGTON VA,22214,09
THT,54026,null,OFFICE OF MILITARY AFFAIRS,CO B HQBN HQMC,ARLINGTON VA,22214,09
THU,85252,null,DITSO HQ,DENVER FEDERAL CENTER BLDG 20F,DENVER CO,80255,16
THV,45683,000000,JIEDDO CENTER OF EXCELLENCE NONJT,MCAGTFTC BOX 788104,TWENTYNINE PALMS CA,92278,03
THW,54026,null,FBI COUNTER DRUG LNO,CO B HQBN HQMC,ARLINGTON VA,22214,09
THX,53103,MS3276,NAVY WARFARE DEVELOPMENT COMMAND,686 CUSHING ROAD,NEWPORT RI,02841,02
THY,54008,null,NATIONAL SECURITY SPACE OFFICE,716 HART SENATE OFFICE BLDG,WASHINGTON DC,20510,09
THZ,20021,null,SJFHQ USPACCOM NON JTBIL,FORD ISLAND,PEARL HARBOR HI,96860,03
TJ2,54008,null,U S COAST GUARD WASH DC,HQSVCBN HQMC 1555 SOUTHGATE RD,ARLINGTON VA,22214,09
TJ3,46653,null,COAST GUARD NEW ORLEANS,NAS JT RES BASE 492 OLSON AVE BOX 1,NEW ORLEANS LA,70143,16
TJ5,20700,MS2147,SOCAFRICA NON JTBIL,KELLEY BARRACKS BLDG 3304,APO AE,09128,02
TJ7,83276,null,FEDERAL LAW ENFORCEMENT TRNG CTR,NAS AFRC BLDG 938 BOX 44,GLYNCO GA,32212,16
TJA,54103,MS5805,EUROPEAN SECURITY CENTER (ESC),HQTR OPSCO UNIT 29500 BOX 51,APO AE,09175,02
TJB,54008,null,WHITE HOUSE NON-JT,WHITE HOUSE E. WING RM 102,WASHINGTON DC,20502,09
TJD,46150,null,DEFENSE THREAT REDUCTION AGENCY,DTRA-OP-OSE UNIT 29500 BOX 44,APO AE,09175,02
TJF,45220,null,DEFENSE PHOTOGRAPHIC SCHOOL,NAS 161 TURNER STREET,PENSACOLA FL,32508,02
TJG,54091,MS3255,DINFOS,BLDG 8606 6 ACR,FORT MEADE MD,20755,09
TJR,46653,null,DIMHRS JT PROGRAM MGT OFFICE (JPMO/NOLA),2000 OPELOUSAS AVENUE,NEW ORLEANS LA,70146,16
TJT,31001,MS4108,US SOCCOM NON-JT,CONTACT MI FOR ADDRESS UPDATE,FORT BRAGG NC,28307,02
TJU,45740,null,US SOCOM NON JT BIL,USCENTCOM/CCJ3-J50 FWD,FPO AE,09365,02
TK1,85295,null,DEFENSE PLANT REP OFFICE (DPRO),PO BOX 516 MC 3061355,ST LOUIS MO,63166,16
TK2,80296,null,RILSD(S117A) DCMC SIKORSKY,6900 MAIN STREET,STRATFORD CT,06615,16
TK3,84258,null,DCMA BELL,NMCRC 2500 TEE ANCHOR BLVD,AMARILLO TX,79104,16
TK4,30002,null,DEFENSE INTEL AGENCY (CONGO),MCCDC 3300 RUSSELL ROAD SUITE 250,QUANTICO VA,22134,09
TK5,30002,null,DEFENSE INTEL AGENCY (DJIBOUTI),MCCDC 3300 RUSSELL ROAD SUITE 250,QUANTICO VA,22134,09
TK6,30002,null,DEFENSE INTEL AGENCY (SAUDI ARABIA),MCCDC 3300 RUSSELL ROAD SUITE 250,QUANTICO VA,22134,09
TK7,46252,null,DEFENSE INTEL AGENCY (TOKYO JAPAN),AMEMB TOKYO DOS UNIT 45004 BOX 206,APO AP,96337,09
TK8,30003,null,DEFENSE INTEL AGENCY (JAMAICA),AMEMB JAMAICA DOS,WASHINGTON DC,20521,09
TK9,46252,null,DEFENSE INTEL AGENCY GHANA,MCCDC 3300 RUSSELL ROAD SUITE 250,QUANTICO VA,22134,09
TKB,54008,MS4104,DISA HEADQUARTERS,701 S COURTHOUSE RD,ARLINGTON VA,22204,09
TKC,54008,null,DEFENSE INFO SYSTEMS NETWORK PGMOFF,HQSVCBN HQMC 1555 SOUTHGATE RD,ARLINGTON VA,22214,09
TKD,54008,MS4104,HQ DISA PCM PGM MGT OFC (SS3),BOLLING AFB,WASHINGTON DC,20340,09
TKG,45020,null,DEFENSE FINANCE ACCOUNTING SERVICE,MCB,CAMP LEJEUNE NC,28542,02
TKJ,38019,null,DEFENSE FINANCE ACCOUNTING SERVICE,MCLB,BARSTOW CA,92311,03
TKK,38441,null,DEFENSE FINANCE ACCOUNTING SERVICE,MCLB,ALBANY GA,31704,02
TKL,45211,null,DEFENSE FINANCE ACCOUNTING SVCS,MCRD 3800 BELLEAU WOOD,SAN DIEGO CA,92140,03
TKM,32001,null,DEFENSE FINANCE ACCOUNTING SERVICE,MCRD,PARRIS ISLAND SC,29905,02
TKN,46653,null,DEFENSE FINANCE ACCOUNTING,2000 OPELOUSAS AVENUE,NEW ORLEANS LA,70146,16
TKP,85217,MS3231,USA CMD & STF COLLEGE (NON-JOINT),801 BLOUNTVILLE AVENUE,FORT LEAVENWORTH KS,66027,16
TKR,54008,MS4119,USTRANSCOM VIPSAM SAD (NON-JT),1555 SOUTHGATE ROAD,ARLINGTON VA,22214,09
TKS,02021,null,DEFENSE FINANCE ACCOUNTING SERVICE,MCAS NEW RIVER,JACKSONVILLE NC,28545,02
TKU,20021,null,DEFENSE FINANCE ACCOUNTING SERVICE,FORD ISLAND BOX 1392,PEARL HARBOR HI,96860,03
TKW,54026,null,DEFENSE FINANCE ACCOUNTING SERVICE,CO B HQBN HQMC,ARLINGTON VA,22214,09
TKX,85218,MS5151,TECH SVCS ORG (TSO),135 NORTH PA ST SUITE 2215,INDIANAPOLIS IN,46204,16
